GeneID_NCBI;Symbol_HGNC;Aliases;GenePanels_Symbol;GenePanel;Column1;;Symbol_HGNC;GenePanels_Symbol;
3208;HPCA;BDR2|DYT2;HPCA;"OMIM (AR);PCS (AR)";;;HPCA;HPCA;
3242;HPD;4-HPPD|4HPPD|GLOD3|HPPDASE|PPD;HPD;"METAB (AR);MR (AD,AR);OMIM (AR;AD,AR);PCS (AR)";;;HPD;HPD;
84842;HPDL;4-HPPD-L|GLOXD1|NEDSWMA|SPG83;HPDL;"BEWEGING (AR);METAB (AR);OMIM (AR);OXPHOS (AR);PCS (AR)";;;HPDL;HPDL;
3248;HPGD;15-PGDH|PGDH|PGDH1|PHOAR1|SDR36C1;HPGD;"DERM (AR);LENGTE (AR);OMIM (AR);PCS (AR)";;;HPGD;HPGD;
3251;HPRT1;HGPRT|HPRT;HPRT1;"BEWEGING (XL);METAB (XL);MR (XL);NIER (XLR);OMIM (XLR)";;;HPRT1;HPRT1;
3257;HPS1;BLOC3S1|HPS;HPS1;"BLIND (AR);DERM (AR);HEMOS (AR);OMIM (AR);PCS (AR)";;;HPS1;HPS1;
84343;HPS3;BLOC2S1|SUTAL;HPS3;"BLIND (AR);DERM (AR);HEMOS (AR);OMIM (AR);PCS (AR)";;;HPS3;HPS3;
89781;HPS4;BLOC3S2|LE;HPS4;"BLIND (AR);DERM (AR);HEMOS (AR);OMIM (AR);PCS (AR)";;;HPS4;HPS4;
11234;HPS5;AIBP63|BLOC2S2;HPS5;"BLIND (AR);DERM (AR);HEMOS (AR);OMIM (AR);PCS (AR)";;;HPS5;HPS5;
79803;HPS6;BLOC2S3;HPS6;"BLIND (AR);DERM (AR);HEMOS (AR);OMIM (AR);PCS (AR)";;;HPS6;HPS6;
60495;HPSE2;HPA2|HPR2|UFS|UFS1;HPSE2;"OMIM (AR);PCS (AR)";;;HPSE2;HPSE2;
55806;HR;ALUNC|AU|HSA277165|HYPT4|MUHH|MUHH1;HR;"DERM (AD,AR);OMIM (AR;AD,AR);PCS (AR)";;;HR;HR;
3265;HRAS;C-BAS/HAS|C-H-RAS|C-HA-RAS1|CTLO|H-RASIDX|HAMSV|HRAS1|RASH1|p21ras;HRAS;"BLIND (AD);DERM (AD);LENGTE (AD);MR (AD);OMIM (AD);RAS (AD)";;;HRAS;HRAS;
3273;HRG;HPRG|HRGP|THPH11;HRG;"HEMOS (AD,AR);OMIM (AD;AD,AR)";;;HRG;HRG;
9394;HS6ST1;HH15|HS6ST;HS6ST1;"DSD (AD);HH (AD);METAB (AR);OMIM (AD;AR)";;;HS6ST1;HS6ST1;
90161;HS6ST2;MRXSPM;HS6ST2;OMIM (XLR);;;HS6ST2;HS6ST2;
150274;HSCB;DNAJC20|HSC20|JAC1;HSCB;"IJZER (AD,AR);OMIM (AD,AR)";;;HSCB;HSCB;
3290;HSD11B1;11-DH|11-beta-HSD1|CORTRD2|HDL|HSD11|HSD11B|HSD11L|SDR26C1;HSD11B1;"METAB (AR);OMIM (AD;AR)";;;HSD11B1;HSD11B1;
3291;HSD11B2;AME|AME1|HSD11K|HSD2|SDR9C3;HSD11B2;"METAB (AR);NIER (AR);OMIM (AR);PCS (AR)";;;HSD11B2;HSD11B2;
3028;HSD17B10;17b-HSD10|ABAD|CAMR|DUPXp11.22|ERAB|HADH2|HCD2|HSD10MD|MHBD|MRPP2|MRX17|MRX31|MRXS10|SCHAD|SDR5C1;HSD17B10;"EPI (AD);METAB (XL);MR (XL);OMIM (XL;AD);OXPHOS (XL)";;;HSD17B10;HSD17B10;
3293;HSD17B3;EDH17B3|SDR12C2;HSD17B3;"DSD (AR);METAB (AR);OMIM (AR);PCS (AR)";;;HSD17B3;HSD17B3;
3295;HSD17B4;DBP|MFE-2|MFP-2|MPF-2|PRLTS1|SDR8C1;HSD17B4;"BEWEGING (AR);DOOF (AR);DSD (AR);EPI (AR);HMSN (AR);LEVER (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)";;;HSD17B4;HSD17B4;
3284;HSD3B2;HSD3B|HSDB|SDR11E2;HSD3B2;"DSD (AR);METAB (AR);OMIM (AR);PCS (AR)";;;HSD3B2;HSD3B2;
80270;HSD3B7;CBAS1|PFIC4|SDR11E3;HSD3B7;"LEVER (AR);METAB (AR);OMIM (AR);PCS (AR)";;;HSD3B7;HSD3B7;
3299;HSF4;CTM|CTRCT5;HSF4;"BLIND (AD);OMIM (AD)";;;HSF4;HSF4;
3313;HSPA9;CRP40|CSA|EVPLS|GRP-75|GRP75|HEL-S-124m|HSPA9B|MOT|MOT2|MTHSP75|PBP74|SAAN|SIDBA4;HSPA9;"IJZER (AD,AR);LENGTE (AR);MR (AR);OMIM (AD,AR);OXPHOS (AD,AR);PCS (AR)";;;HSPA9;HSPA9;
3315;HSPB1;CMT2F|HEL-S-102|HMN2B|HS.76067|HSP27|HSP28|Hsp25|SRP27;HSPB1;"HMSN (AD);HNPD (AD);OMIM (AD)";;;HSPB1;HSPB1;
8988;HSPB3;DHMN2C|HMN2C|HSPL27;HSPB3;"HMSN (AD);OMIM (AD)";;;HSPB3;HSPB3;
126393;HSPB6;HEL55|Hsp20|PPP1R91;HSPB6;"HART (AD);OMIM (AD)";;;HSPB6;HSPB6;
26353;HSPB8;CMT2L|DHMN2|E2IG1|H11|HMN2|HMN2A|HSP22;HSPB8;"HMSN (AD);OMIM (AD)";;;HSPB8;HSPB8;
3329;HSPD1;CPN60|GROEL|HLD4|HSP-60|HSP60|HSP65|HuCHA60|SPG13;HSPD1;"BEWEGING (AD);MR (AD);OMIM (AD,AR);OXPHOS (AR);PCS (AR)";;;HSPD1;HSPD1;
3339;HSPG2;HSPG|PLC|PRCAN|SJA|SJS|SJS1;HSPG2;"ANEURYSM (AD);BLIND (AR);LENGTE (AR);OMIM (AR;AD);PCS (AR);SPIER (AR)";;;HSPG2;HSPG2;
3350;HTR1A;5-HT-1A|5-HT1A|5HT1a|ADRB2RL1|ADRBRL1|G-21|PFMCD;HTR1A;OMIM (AD);;;HTR1A;HTR1A;
5654;HTRA1;ARMD7|CADASIL2|CARASIL|HtrA|L56|ORF480|PRSS11;HTRA1;"DERM (AR);OMIM (AR;AD,AR);PCS (AR)";;;HTRA1;HTRA1;
27429;HTRA2;MGCA8|OMI|PARK13|PRSS25;HTRA2;"METAB (AR);MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)";;;HTRA2;HTRA2;
3064;HTT;HD|IT15|LOMARS;HTT;OMIM (AD,AR);;;HTT;HTT;
10075;HUWE1;ARF-BP1|HECTH9|HSPC272|Ib772|LASU1|MRXST|MULE|URE-B1|UREB1;HUWE1;"CFA (XL);MR (XL);OMIM (XL)";;;HUWE1;HUWE1;
3373;HYAL1;HYAL-1|LUCA1|MPS9|NAT6;HYAL1;"DERM (AR);METAB (AR);OMIM (AR);PCS (AR)";;;HYAL1;HYAL1;
8692;HYAL2;LUCA2;HYAL2;"CFA (AR);OMIM (AR)";;;HYAL2;HYAL2;
54768;HYDIN;CILD5|HYDIN1|HYDIN2|PPP1R31;HYDIN;"CILIO (AR);OMIM (AR);PCS (AR)";;;HYDIN;HYDIN;
219844;HYLS1;HLS;HYLS1;"CILIO (AR);LENGTE (AR);MR (AR);OMIM (AR);PCS (AR);SCHISIS (AR)";;;HYLS1;HYLS1;
10525;HYOU1;GRP-170|Grp170|HSP12A|IMD59|ORP-150|ORP150;HYOU1;"IMMUUN (AR);OMIM (AR)";;;HYOU1;HYOU1;
3376;IARS1;GRIDHH|IARS|ILERS|ILRS|IRS|PRO0785;IARS1;"LEVER (AR);MR (AR);OMIM (AR);PCS (AR)";;;IARS1;IARS1;
55699;IARS2;CAGSSS|ILERS;IARS2;"LENGTE (AR);MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)";;;IARS2;IARS2;
200205;IBA57;C1orf69|MMDS3|SPG74;IBA57;"BEWEGING (AR);MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)";;;IBA57;IBA57;
29851;ICOS;AILIM|CD278|CVID1;ICOS;"IMMUUN (AR);OMIM (AR);PCS (AR)";;;ICOS;ICOS;
23308;ICOSLG;B7-H2|B7H2|B7RP-1|B7RP1|B7h|CD275|GL50|ICOS-L|ICOSL|LICOS;ICOSLG;"IMMUUN (AR);OMIM (AR)";;;ICOSLG;ICOSLG;
3400;ID4;IDB4|bHLHb27;ID4;"LENGTE (AD);OMIM (AD)";;;ID4;ID4;
3417;IDH1;HEL-216|HEL-S-26|IDCD|IDH|IDP|IDPC|PICD;IDH1;"LENGTE (AD);OMIM (AD);TUMOR (AD)";;;IDH1;IDH1;
3418;IDH2;D2HGA2|ICD-M|IDH|IDHM|IDP|IDPM|mNADP-IDH;IDH2;"EPI (AD);LENGTE (AD);METAB (AR);OMIM (AD;UK,AR,AD,XL);TUMOR (AD)";;;IDH2;IDH2;
3419;IDH3A;RP90;IDH3A;"BLIND (AR);OMIM (AR)";;;IDH3A;IDH3A;
3420;IDH3B;RP46;IDH3B;"BLIND (AR);METAB (AR);OMIM (AR;UK,AR,AD,XL);PCS (AR)";;;IDH3B;IDH3B;
3422;IDI1;IPP1|IPPI1;IDI1;"METAB (AR);OMIM (AR)";;;IDI1;IDI1;
3423;IDS;ID2S|MPS2|SIDS;IDS;"LENGTE (XLR);METAB (XL);MR (XL);OMIM (XL;XLR)";;;IDS;IDS;
3425;IDUA;IDA|MPS1|MPSI;IDUA;"ANEURYSM (AR);DERM (AR);HART (AR);LENGTE (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)";;;IDUA;IDUA;
51124;IER3IP1;HSPC039|MEDS|PRO2309;IER3IP1;"EPI (AR);MR (AR);OMIM (AR);PCS (AR)";;;IER3IP1;IER3IP1;
64135;IFIH1;AGS7|Hlcd|IDDM19|MDA-5|MDA5|RLR-2|SGMRT1;IFIH1;"EPI (AD);IMMUUN (AD,AR);LENGTE (AR);MR (AD);OMIM (AD;AR;AD,AR)";;;IFIH1;IFIH1;
387733;IFITM5;BRIL|DSPA1|Hrmp1|OI5|fragilis4;IFITM5;"LENGTE (AD);OMIM (AD)";;;IFITM5;IFITM5;
3454;IFNAR1;AVP|IFN-alpha-REC|IFNAR|IFNBR|IFRC;IFNAR1;"IMMUUN (AR);OMIM (AR)";;;IFNAR1;IFNAR1;
3455;IFNAR2;IFN-R|IFN-alpha-REC|IFNABR|IFNARB|IMD45;IFNAR2;"IMMUUN (AR);OMIM (AR);PCS (AR)";;;IFNAR2;IFNAR2;
3458;IFNG;IFG|IFI|IMD69;IFNG;"ANEURYSM (AD);IMMUUN (AR);NIER (AD);OMIM (AD;AR)";;;IFNG;IFNG;
3459;IFNGR1;CD119|IFNGR|IMD27A|IMD27B;IFNGR1;"IMMUUN (AD,AR);OMIM (AD,AR);PCS (AR)";;;IFNGR1;IFNGR1;
3460;IFNGR2;AF-1|IFGR2|IFNGT1|IMD28;IFNGR2;"IMMUUN (AR);OMIM (AR);PCS (AR)";;;IFNGR2;IFNGR2;
163702;IFNLR1;CRF2/12|IFNLR|IL-28R1|IL28RA|LICR2;IFNLR1;"DOOF (AD);OMIM (AD)";;;IFNLR1;IFNLR1;
3475;IFRD1;PC4|TIS7;IFRD1;"HMSN (UK,AR,AD,XL);OMIM (UK,AR,AD,XL)";;;IFRD1;IFRD1;
55764;IFT122;CED|CED1|FAP80|SPG|WDR10|WDR10p|WDR140;IFT122;"CFA (AR);CILIO (AR);DERM (AR);LENGTE (AR);NIER (AR);OMIM (AR);PCS (AR)";;;IFT122;IFT122;
9742;IFT140;MZSDS|RP80|SRTD9|WDTC2|c305C8.4|c380F5.1|gs114;IFT140;"BLIND (AR);CILIO (AR);LENGTE (AR);LEVER (AR);NIER (AR);OMIM (AR);PCS (AR);SCHISIS (AR)";;;IFT140;IFT140;
26160;IFT172;BBS20|NPHP17|RP71|SLB|SRTD10|osm-1|wim;IFT172;"BLIND (AR);CILIO (AR);LENGTE (AR);LEVER (AR);MR (AR);NIER (AR);OMIM (AR);PCS (AR);SCHISIS (AR)";;;IFT172;IFT172;
11020;IFT27;BBS19|FAP156|RABL4|RAYL;IFT27;"BLIND (AR);CILIO (AR);NIER (AR);OMIM (AR);PCS (AR)";;;IFT27;IFT27;
112752;IFT43;C14orf179|CED3|RP81|SRTD18;IFT43;"BLIND (AR);CFA (AR);CILIO (AR);DERM (AR);LENGTE (AR);LEVER (AR);NIER (AR);OMIM (AR);PCS (AR)";;;IFT43;IFT43;
51098;IFT52;C20orf9|CGI-53|NGD2|NGD5;IFT52;"BLIND (AR);CILIO (AR);LENGTE (AR);OMIM (AR);PCS (AR)";;;IFT52;IFT52;
55081;IFT57;ESRRBL1|HIPPI|MHS4R2|OFD18;IFT57;"OMIM (AR);PCS (AR);SCHISIS (AR)";;;IFT57;IFT57;
80173;IFT74;CCDC2|CMG-1|CMG1;IFT74;"BLIND (AR);OMIM (AR);PCS (AR)";;;IFT74;IFT74;
57560;IFT80;ATD2|FAP167|SRTD2|WDR56;IFT80;"CILIO (AR);LENGTE (AR);OMIM (AR);PCS (AR);SCHISIS (AR)";;;IFT80;IFT80;
28981;IFT81;CDV-1|CDV-1R|CDV1|CDV1R|DV1|SRTD19;IFT81;"BLIND (AR);CILIO (AR);LENGTE (AR);MR (AR);OMIM (AR);PCS (AR)";;;IFT81;IFT81;
8100;IFT88;D13S1056E|DAF19|TG737|TTC10|hTg737;IFT88;"CFA (AD);OMIM (AD)";;;IFT88;IFT88;
3476;IGBP1;ALPHA-4|IBP1|alpha4;IGBP1;"MR (XL);OMIM (XL;XLR)";;;IGBP1;IGBP1;
3479;IGF1;IGF|IGF-I|IGFI|MGF;IGF1;"LENGTE (AR);MR (AR);OMIM (AR);PCS (AR)";;;IGF1;IGF1;
3480;IGF1R;CD221|IGFIR|IGFR|JTK13;IGF1R;"LENGTE (AD,AR);MR (AD,AR);OMIM (AD,AR);PCS (AR)";;;IGF1R;IGF1R;
3481;IGF2;C11orf43|GRDF|IGF-II|PP9974|SRS3;IGF2;"LENGTE (AD,IMP);OMIM (AD,IMP)";;;IGF2;IGF2;
3482;IGF2R;CD222|CI-M6PR|CIMPR|M6P-R|M6P/IGF2R|MPR 300|MPR1|MPR300|MPRI;IGF2R;OMIM (UK,AR,AD,XL);;;IGF2R;IGF2R;
3483;IGFALS;ACLSD|ALS;IGFALS;"LENGTE (AD,AR);OMIM (AD,AR;UK,AR,AD,XL);PCS (AR)";;;IGFALS;IGFALS;
3490;IGFBP7;AGM|FSTL2|IBP-7|IGFBP-7|IGFBP-7v|IGFBPRP1|MAC25|PSF|RAMSVPS|TAF;IGFBP7;"OMIM (AR);PCS (AR)";;;IGFBP7;IGFBP7;
3501;IGHG2;;IGHG2;OMIM (UK,AR,AD,XL);;;IGHG2;IGHG2;
3507;IGHM;AGM1|MU|VH;IGHM;"IMMUUN (AR);OMIM (AR);PCS (AR)";;;IGHM;IGHM;
3508;IGHMBP2;CATF1|CMT2S|HCSA|HMN6|SMARD1|SMUBP2|ZFAND7;IGHMBP2;"AKI (AR);HMSN (AR);OMIM (AR);PCS (AR);SPIER (AR)";;;IGHMBP2;IGHMBP2;
3514;IGKC;HCAK1|IGKCD|Km;IGKC;"OMIM (AR);PCS (AR)";;;IGKC;IGKC;
3543;IGLL1;14.1|AGM2|CD179b|IGL1|IGL5|IGLJ14.1|IGLL|IGO|IGVPB|VPREB2;IGLL1;"IMMUUN (AR);OMIM (AR);PCS (AR)";;;IGLL1;IGLL1;
3547;IGSF1;CHTE|IGCD1|IGDC1|INHBP|PGSF2|p120;IGSF1;"LENGTE (XLR);OMIM (XLR)";;;IGSF1;IGSF1;
285313;IGSF10;CMF608;IGSF10;"DSD (AD);HH (AD);OMIM (AD)";;;IGSF10;IGSF10;
3321;IGSF3;EWI-3|LCDD|V8;IGSF3;OMIM (AR);;;IGSF3;IGSF3;
3549;IHH;BDA1|HHG2;IHH;"LENGTE (AD,AR);OMIM (AD,AR);PCS (AR)";;;IHH;IHH;
3551;IKBKB;IKK-beta|IKK2|IKKB|IMD15|IMD15A|IMD15B|NFKBIKB;IKBKB;"IMMUUN (AD,AR);LENGTE (AR);OMIM (AD,AR);PCS (AR)";;;IKBKB;IKBKB;
8517;IKBKG;AMCBX1|EDAID1|FIP-3|FIP3|Fip3p|IKK-gamma|IKKAP1|IKKG|IMD33|IP|IP1|IP2|IPD2|NEMO|ZC2HC9;IKBKG;"CFA (XL);DERM (XL);IMMUUN (XL);LENGTE (XL);MR (XL);OMIM (XL)";;;IKBKG;IKBKG;
10320;IKZF1;CVID13|Hs.54452|IK1|IKAROS|LYF1|LyF-1|PPP1R92|PRO0758|ZNFN1A1;IKZF1;"BMF (AD);IMMUUN (AD);OMIM (AD);TUMOR (AD)";;;IKZF1;IKZF1;
64376;IKZF5;PEGASUS|THC7|ZNFN1A5;IKZF5;"BMF (AD);HEMOS (AD);OMIM (AD)";;;IKZF5;IKZF5;
3586;IL10;CSIF|GVHDS|IL-10|IL10A|TGIF;IL10;"ANEURYSM (AD);IMMUUN (AR);OMIM (AR;AD)";;;IL10;IL10;
3587;IL10RA;CD210|CD210a|CDW210A|HIL-10R|IL-10R1|IL10R;IL10RA;"IMMUUN (AR);OMIM (AR);PCS (AR)";;;IL10RA;IL10RA;
3588;IL10RB;CDW210B|CRF2-4|CRFB4|D21S58|D21S66|IL-10R2;IL10RB;"IMMUUN (AR);OMIM (AR);PCS (AR)";;;IL10RB;IL10RB;
3590;IL11RA;CRSDA;IL11RA;"CFA (AR);OMIM (AR);PCS (AR)";;;IL11RA;IL11RA;
3593;IL12B;CLMF|CLMF2|IL-12B|IMD28|IMD29|NKSF|NKSF2;IL12B;"IMMUUN (AR);OMIM (AR);PCS (AR)";;;IL12B;IL12B;
3594;IL12RB1;CD212|IL-12R-BETA1|IL12RB|IMD30;IL12RB1;"IMMUUN (AR);OMIM (AR);PCS (AR)";;;IL12RB1;IL12RB1;
112744;IL17F;CANDF6|IL-17F|ML-1|ML1;IL17F;"IMMUUN (AD);OMIM (UK,AR,AD,XL)";;;IL17F;IL17F;
23765;IL17RA;CANDF5|CD217|CDw217|IL-17RA|IL17R|IMD51|hIL-17R;IL17RA;"DERM (AR);IMMUUN (AR);OMIM (AR);PCS (AR)";;;IL17RA;IL17RA;
84818;IL17RC;CANDF9|IL17-RL|IL17RL;IL17RC;"IMMUUN (AR);OMIM (AR);PCS (AR)";;;IL17RC;IL17RC;
54756;IL17RD;HH18|IL-17RD|IL17RLM|SEF;IL17RD;"DERM (AD);DSD (AD);HH (AD);OMIM (AD;AD,AR)";;;IL17RD;IL17RD;
10068;IL18BP;FVH|IL18BPa;IL18BP;"IMMUUN (AR);OMIM (AR)";;;IL18BP;IL18BP;
3553;IL1B;IL-1|IL1-BETA|IL1F2|IL1beta;IL1B;"ANEURYSM (AD);OMIM (AD)";;;IL1B;IL1B;
11141;IL1RAPL1;IL-1-RAPL-1|IL-1RAPL-1|IL1R8|IL1RAPL|IL1RAPL-1|MRX10|MRX21|MRX34|OPHN4|TIGIRR-2;IL1RAPL1;"MR (XL);OMIM (XLR)";;;IL1RAPL1;IL1RAPL1;
3557;IL1RN;DIRA|ICIL-1RA|IL-1RN|IL-1ra|IL-1ra3|IL1F3|IL1RA|IRAP|MVCD4;IL1RN;"DERM (AR);IMMUUN (AR);LENGTE (AR);OMIM (AR);PCS (AR)";;;IL1RN;IL1RN;
3558;IL2;IL-2|TCGF|lymphokine;IL2;"IMMUUN (AR);OMIM (AR)";;;IL2;IL2;
59067;IL21;CVID11|IL-21|Za11;IL21;"IMMUUN (AR);OMIM (AR)";;;IL21;IL21;
50615;IL21R;CD360|IMD56|NILR;IL21R;"IMMUUN (AR);OMIM (AR);PCS (AR)";;;IL21R;IL21R;
3559;IL2RA;CD25|IDDM10|IL2R|IMD41|TCGFR|p55;IL2RA;"IMMUUN (AR);OMIM (AR);PCS (AR)";;;IL2RA;IL2RA;
3560;IL2RB;CD122|IL15RB|IMD63|P70-75;IL2RB;"IMMUUN (AR);OMIM (AR);PCS (AR)";;;IL2RB;IL2RB;
3561;IL2RG;CD132|CIDX|IL-2RG|IMD4|P64|SCIDX|SCIDX1;IL2RG;"IMMUUN (XL);LENGTE (XLR);OMIM (XLR);SCID (XL)";;;IL2RG;IL2RG;
133396;IL31RA;CRL|CRL3|GLM-R|GLMR|GPL|IL-31RA|PLCA2|PRO21384|hGLM-R|zcytoR17;IL31RA;"DERM (AD);OMIM (AD)";;;IL31RA;IL31RA;
26525;IL36RN;FIL1|FIL1(DELTA)|FIL1D|IL-36Ra|IL1F5|IL1HY1|IL1L1|IL1RP3|IL36RA|PSORP|PSORS14;IL36RN;"DERM (AR);IMMUUN (AR);OMIM (AR);PCS (AR)";;;IL36RN;IL36RN;
3570;IL6R;CD126|HIES5|IL-1Ra|IL-6R|IL-6R-1|IL-6RA|IL6Q|IL6QTL|IL6RA|IL6RQ|gp80;IL6R;"ANEURYSM (AD);IMMUUN (AR);OMIM (AR;AD)";;;IL6R;IL6R;
3572;IL6ST;CD130|CDW130|GP130|HIES4|IL-6RB|sGP130;IL6ST;"CFA (AR);IMMUUN (AD,AR);LENGTE (AR);OMIM (AR;AD,AR;UK,AR,AD,XL);PCS (AR)";;;IL6ST;IL6ST;
3575;IL7R;CD127|CDW127|IL-7R-alpha|IL7RA|ILRA;IL7R;"IMMUUN (AR);OMIM (AR);PCS (AR);SCID (AR)";;;IL7R;IL7R;
286676;ILDR1;DFNB42|ILDR1alpha|ILDR1alpha'|ILDR1beta;ILDR1;"DOOF (AR);OMIM (AR);PCS (AR)";;;ILDR1;ILDR1;
3611;ILK;HEL-S-28|ILK-1|ILK-2|P59|p59ILK;ILK;"HART (AD);OMIM (AD)";;;ILK;ILK;
3612;IMPA1;IMP|IMPA|MRT59;IMPA1;"MR (AR);OMIM (AR);PCS (AR)";;;IMPA1;IMPA1;
3614;IMPDH1;IMPD|IMPD1|IMPDH-I|LCA11|RP10|sWSS2608;IMPDH1;"BLIND (AD);METAB (AR);OMIM (AR;AD)";;;IMPDH1;IMPDH1;
3617;IMPG1;GP147|IPM150|SPACR|VMD4;IMPG1;"BLIND (AD);OMIM (AD)";;;IMPG1;IMPG1;
50939;IMPG2;IPM200|RP56|SPACRCAN|VMD5;IMPG2;"BLIND (AD,AR);OMIM (AD,AR);PCS (AR)";;;IMPG2;IMPG2;
64423;INF2;C14orf151|C14orf173|CMTDIE|FSGS5|pp9484;INF2;"HMSN (AD);NIER (AD);OMIM (AD)";;;INF2;INF2;
3621;ING1;p24ING1c|p33|p33ING1|p33ING1b|p47|p47ING1a;ING1;OMIM (UK,AR,AD,XL);;;ING1;ING1;
54617;INO80;INO80A|INOC1;INO80;"IMMUUN (AR);OMIM (AR)";;;INO80;INO80;
56623;INPP5E;CORS1|CPD4|JBTS1|MORMS|PPI5PIV|pharbin;INPP5E;"BLIND (AR);CILIO (AR);METAB (AR);MR (AR);NIER (AR);OMIM (AR);PCS (AR)";;;INPP5E;INPP5E;
51763;INPP5K;MDCCAID|PPS|SKIP;INPP5K;"MR (AR);OMIM (AR);PCS (AR);SPIER (AR)";;;INPP5K;INPP5K;
3636;INPPL1;OPSMD|SHIP2;INPPL1;"LENGTE (AR);METAB (AR);OMIM (AR);PCS (AR)";;;INPPL1;INPPL1;
3630;INS;IDDM|IDDM1|IDDM2|ILPR|IRDN|MODY10|PNDM4;INS;OMIM (AD,AR);;;INS;INS;
3640;INSL3;RLF|RLNL|ley-I-L;INSL3;OMIM (AD);;;INSL3;INSL3;
3643;INSR;CD220|HHF5;INSR;"DERM (AD,AR);IMMUUN (AR);LEVER (AD,AR);METAB (AD);OMIM (AD,AR);PCS (AR)";;;INSR;INSR;
26173;INTS1;INT1|NDCAGF|NET28;INTS1;"MR (AD);OMIM (AD;AR;UK,AR,AD,XL);PCS (AR)";;;INTS1;INTS1;
55656;INTS8;C8orf52|INT8|NEDCHS;INTS8;"OMIM (AR);PCS (AR)";;;INTS8;INTS8;
27152;INTU;CPLANE4|INT|OFD17|PDZD6|PDZK6|SRTD20;INTU;"CFA (AR);CILIO (AR);LENGTE (AR);NIER (AR);OMIM (AR);PCS (AR);SCHISIS (AR)";;;INTU;INTU;
27130;INVS;INV|NPH2|NPHP2;INVS;"BLIND (AR);CILIO (AR);LEVER (AR);NIER (AR);OMIM (AR);PCS (AR)";;;INVS;INVS;
253430;IPMK;;IPMK;"OMIM (AD);TUMOR (AD)";;;IPMK;IPMK;
9657;IQCB1;NPHP5|PIQ|SLSN5;IQCB1;"BLIND (AR);CILIO (AR);NIER (AR);OMIM (AR);PCS (AR)";;;IQCB1;IQCB1;
23288;IQCE;1700028P05Rik|PAPA7;IQCE;OMIM (AR);;;IQCE;IQCE;
9922;IQSEC1;ARF-GEP100|ARFGEP100|BRAG2|GEP100|IDDSSBA;IQSEC1;"MR (AR);OMIM (AR);PCS (AR)";;;IQSEC1;IQSEC1;
23096;IQSEC2;BRAG1|IQ-ArfGEF|MRX1|MRX18|MRX78;IQSEC2;"EPI (XL);MR (XL);OMIM (XL)";;;IQSEC2;IQSEC2;
3654;IRAK1;IRAK|pelle;IRAK1;"IMMUUN (XL);OMIM (XL)";;;IRAK1;IRAK1;
51135;IRAK4;IMD67|IPD1|IRAK-4|NY-REN-64|REN64;IRAK4;"IMMUUN (AR);OMIM (AR;UK,AR,AD,XL);PCS (AR)";;;IRAK4;IRAK4;
3658;IREB2;ACO3|IRE-BP 2|IRE-BP2|IRP2|IRP2AD|NDCAMA;IREB2;"METAB (AR);OMIM (AR);PCS (AR)";;;IREB2;IREB2;
3659;IRF1;IRF-1|MAR;IRF1;OMIM (UK,AR,AD,XL);;;IRF1;IRF1;
359948;IRF2BP2;CVID14;IRF2BP2;"IMMUUN (AD);OMIM (AD)";;;IRF2BP2;IRF2BP2;
64207;IRF2BPL;C14orf4|EAP1|NEDAMSS;IRF2BPL;"BEWEGING (AD);EPI (AD);MR (AD);OMIM (AD)";;;IRF2BPL;IRF2BPL;
3661;IRF3;IIAE7;IRF3;"IMMUUN (AD);OMIM (AD)";;;IRF3;IRF3;
3662;IRF4;LSIRF|MUM1|NF-EM5|SHEP8;IRF4;"DERM (AD);IMMUUN (AD,AR);OMIM (AD;AD,AR)";;;IRF4;IRF4;
3664;IRF6;LPS|OFC6|PIT|PPS|PPS1|VWS|VWS1;IRF6;"CFA (AD);DERM (AD);DSD (AD);OMIM (AD);SCHISIS (AD)";;;IRF6;IRF6;
3665;IRF7;IMD39|IRF-7|IRF-7H|IRF7A|IRF7B|IRF7C|IRF7H;IRF7;"IMMUUN (AR);OMIM (AR);PCS (AR)";;;IRF7;IRF7;
3394;IRF8;H-ICSBP|ICSBP|ICSBP1|IMD32A|IMD32B|IRF-8;IRF8;"IMMUUN (AD,AR);OMIM (AD,AR);PCS (AR)";;;IRF8;IRF8;
10379;IRF9;IRF-9|ISGF3|ISGF3G|p48;IRF9;"IMMUUN (AR);OMIM (AR);PCS (AR)";;;IRF9;IRF9;
345611;IRGM;IFI1|IRGM1|LRG-47|LRG47;IRGM;"IMMUUN (AD);OMIM (AD)";;;IRGM;IRGM;
8471;IRS4;CHNG9|IRS-4|PY160;IRS4;OMIM (XLR);;;IRS4;IRS4;
79192;IRX1;IRX-5|IRXA1;IRX1;"BLIND (AD);OMIM (AD)";;;IRX1;IRX1;
153572;IRX2;IRXA2;IRX2;"ANEURYSM (AD);OMIM (AD)";;;IRX2;IRX2;
50805;IRX4;IRXA3;IRX4;"ANEURYSM (AD);OMIM (AD)";;;IRX4;IRX4;
10265;IRX5;HMMS|IRX-2a|IRXB2;IRX5;"OMIM (AR);PCS (AR)";;;IRX5;IRX5;
