GeneID_NCBI;Symbol_HGNC;Aliases;GenePanels_Symbol;GenePanel;Column1;;Symbol_HGNC;GenePanels_Symbol;
81689;ISCA1;HBLD2|ISA1|MMDS5|hIscA;ISCA1;"OMIM (AR);OXPHOS (AR);PCS (AR)";;;ISCA1;ISCA1;
122961;ISCA2;HBLD1|ISA2|MMDS4|c14_5557;ISCA2;"BEWEGING (AR);MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)";;;ISCA2;ISCA2;
23479;ISCU;2310020H20Rik|HML|ISU2|NIFU|NIFUN|hnifU;ISCU;"OMIM (AR);OXPHOS (AR);PCS (AR);SPIER (AR)";;;ISCU;ISCU;
9636;ISG15;G1P2|IFI15|IMD38|IP17|UCRP|hUCRP;ISG15;"IMMUUN (AR);OMIM (AR);PCS (AR)";;;ISG15;ISG15;
83737;ITCH;ADMFD|AIF4|AIP4|NAPP1;ITCH;"IMMUUN (AR);METAB (AR);OMIM (AR);PCS (AR)";;;ITCH;ITCH;
3673;ITGA2;BR|CD49B|GPIa|HPA-5|VLA-2|VLAA2;ITGA2;"HEMOS (AD);OMIM (AD)";;;ITGA2;ITGA2;
3674;ITGA2B;BDPLT16|BDPLT2|CD41|CD41B|GP2B|GPIIb|GT|GTA|HPA3|PPP1R93;ITGA2B;"HEMOS (AD,AR);OMIM (AR;AD,AR);PCS (AR)";;;ITGA2B;ITGA2B;
3675;ITGA3;CD49C|FRP-2|GAP-B3|GAPB3|ILNEB|MSK18|VCA-2|VL3A|VLA3a;ITGA3;"DERM (AR);NIER (AR);OMIM (AR);PCS (AR)";;;ITGA3;ITGA3;
3655;ITGA6;CD49f|ITGA6B|VLA-6;ITGA6;"ANEURYSM (AD);DERM (AR);OMIM (AR;AD);PCS (AR)";;;ITGA6;ITGA6;
3679;ITGA7;;ITGA7;"MR (AR);OMIM (AR);PCS (AR);SPIER (AR)";;;ITGA7;ITGA7;
8516;ITGA8;;ITGA8;"NIER (AR);OMIM (AR);PCS (AR)";;;ITGA8;ITGA8;
3689;ITGB2;CD18|LAD|LCAMB|LFA-1|MAC-1|MF17|MFI7;ITGB2;"IMMUUN (AR);OMIM (AR);PCS (AR)";;;ITGB2;ITGB2;
3690;ITGB3;BDPLT16|BDPLT2|CD61|GP3A|GPIIIa|GT;ITGB3;"HEMOS (AD,AR);OMIM (AD,AR);PCS (AR)";;;ITGB3;ITGB3;
3691;ITGB4;CD104|GP150;ITGB4;"DERM (AD,AR);OMIM (AD,AR);PCS (AR)";;;ITGB4;ITGB4;
3694;ITGB6;AI1H;ITGB6;"CFA (AR);DERM (AR);OMIM (AR);PCS (AR)";;;ITGB6;ITGB6;
3702;ITK;EMT|LPFS1|LYK|PSCTK2;ITK;"IMMUUN (AR);OMIM (AR);PCS (AR);TUMOR (AR)";;;ITK;ITK;
9445;ITM2B;ABRI|BRI|BRI2|BRICD2B|E25B|E3-16|FBD|RDGCA|imBRI2;ITM2B;OMIM (AD);;;ITM2B;ITM2B;
3704;ITPA;C20orf37|DEE35|HLC14-06-P|ITPase|My049|NTPase|dJ794I6.3;ITPA;"EPI (AR);HART (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)";;;ITPA;ITPA;
3708;ITPR1;ACV|CLA4|INSP3R1|IP3R|IP3R1|PPP1R94|SCA15|SCA16|SCA29;ITPR1;"BEWEGING (AD);BLIND (AD,AR);MR (AD);OMIM (AR;AD,AR);PCS (AR)";;;ITPR1;ITPR1;
3709;ITPR2;ANHD|CFAP48|INSP3R2|IP3R2;ITPR2;OMIM (AR);;;ITPR2;ITPR2;
3710;ITPR3;IP3R|IP3R3;ITPR3;"HMSN (AD);IMMUUN (AR);OMIM (AR;AD)";;;ITPR3;ITPR3;
6453;ITSN1;ITSN|SH3D1A|SH3P17;ITSN1;"NIER (AR);OMIM (AR)";;;ITSN1;ITSN1;
50618;ITSN2;PRO2015|SH3D1B|SH3P18|SWA|SWAP;ITSN2;"NIER (AR);OMIM (AR)";;;ITSN2;ITSN2;
3712;IVD;ACAD2|IVDH;IVD;"BMF (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)";;;IVD;IVD;
10625;IVNS1ABP;ARA3|FLARA3|HSPC068|IMD70|KLHL39|ND1|NS-1|NS1-BP|NS1BP;IVNS1ABP;"IMMUUN (AD);OMIM (AD)";;;IVNS1ABP;IVNS1ABP;
389434;IYD;C6orf71|DEHAL1|IYD-1|TDH4;IYD;"OMIM (AR);PCS (AR)";;;IYD;IYD;
182;JAG1;AGS|AGS1|AHD|AWS|CD339|DCHE|HJ1|JAGL1;JAG1;"ANEURYSM (AD);BLIND (AD);CHD (AD);HART (AD);HMSN (AD);LEVER (AD);MR (AD);NIER (AD);OMIM (AD)";;;JAG1;JAG1;
84522;JAGN1;GL009|SCN6;JAGN1;"BMF (AR);IMMUUN (AR);OMIM (AR);PCS (AR)";;;JAGN1;JAGN1;
3716;JAK1;AIIDE|JAK1A|JAK1B|JTK3;JAK1;"IMMUUN (AD,AR);OMIM (AD,AR)";;;JAK1;JAK1;
3717;JAK2;JTK10;JAK2;"HEMOS (AD);IJZER (AD);IMMUUN (AD,AR);OMIM (UK,AR,AD,XL;AD,AR)";;;JAK2;JAK2;
3718;JAK3;JAK-3|JAK3_HUMAN|JAKL|L-JAK|LJAK;JAK3;"IMMUUN (AR);OMIM (AR);PCS (AR);SCID (AR)";;;JAK3;JAK3;
58494;JAM2;C21orf43|CD322|IBGC8|JAM-B|JAMB|PRO245|VE-JAM|VEJAM;JAM2;"BEWEGING (AR);OMIM (AR);PCS (AR)";;;JAM2;JAM2;
83700;JAM3;JAM-2|JAM-3|JAM-C|JAMC;JAM3;"BEWEGING (AR);BLIND (AR);EPI (AR);MR (AR);OMIM (AR);PCS (AR)";;;JAM3;JAM3;
221037;JMJD1C;KDM3C|TRIP-8|TRIP8;JMJD1C;"MR (AD);OMIM (AD)";;;JMJD1C;JMJD1C;
56704;JPH1;CMT2K|JP-1|JP1;JPH1;"OMIM (AR;AD,AR);PCS (AR)";;;JPH1;JPH1;
57158;JPH2;CMH17|JP-2|JP2;JPH2;"HART (AD);OMIM (AD)";;;JPH2;JPH2;
57338;JPH3;CAGL237|HDL2|JP-3|JP3|TNRC22;JPH3;OMIM (AD);;;JPH3;JPH3;
3728;JUP;CTNNG|DP3|DPIII|PDGB|PG|PKGB;JUP;"DERM (AD,AR);HART (AD,AR);OMIM (AD,AR);PCS (AR)";;;JUP;JUP;
8997;KALRN;ARHGEF24|CHD5|CHDS5|DUET|DUO|HAPIP|TRAD;KALRN;"OMIM (AR);PCS (AR)";;;KALRN;KALRN;
23189;KANK1;ANKRD15|CPSQ2|KANK;KANK1;"MR (AD);NIER (AR);OMIM (AD;UK,AR,AD,XL)";;;KANK1;KANK1;
25959;KANK2;ANKRD25|MXRA3|NPHS16|PPKWH|SIP;KANK2;"DERM (AR);NIER (AR);OMIM (AR);PCS (AR)";;;KANK2;KANK2;
284058;KANSL1;CENP-36|KDVS|KIAA1267|MSL1v1|NSL1|hMSL1v1;KANSL1;"EPI (AD);MR (AD);OMIM (AD);SCHISIS (AD)";;;KANSL1;KANSL1;
3735;KARS1;CMTRIB|DEAPLE|DFNB89|KARS|KARS2|KRS|LEPID;KARS1;"DOOF (AR);HMSN (AR);OMIM (AR);OXPHOS (AR);PCS (AR)";;;KARS1;KARS1;
7994;KAT6A;ARTHS|MOZ|MRD32|MYST-3|MYST3|RUNXBP2|ZC2HC6A|ZNF220;KAT6A;"MR (AD);OMIM (AD);SCHISIS (AD)";;;KAT6A;KAT6A;
23522;KAT6B;GTPTS|MORF|MOZ2|MYST4|ZC2HC6B|qkf|querkopf;KAT6B;"CFA (AD,AR);DERM (AD);DSD (AD);LENGTE (AD);MR (AD);OMIM (AD;AD,AR)";;;KAT6B;KAT6B;
84148;KAT8;LIGOWS|MOF|MYST1|ZC2HC8|hMOF;KAT8;"MR (AD);OMIM (AD)";;;KAT8;KAT8;
10300;KATNB1;KAT|LIS6;KATNB1;"BEWEGING (AR);EPI (AR);MR (AR);OMIM (AR);PCS (AR)";;;KATNB1;KATNB1;
23247;KATNIP;JBTS26|KIAA0556;KIAA0556;"CILIO (AR);NIER (AR);OMIM (AR);PCS (AR)";;;KATNIP;KIAA0556;NUUP!
390594;KBTBD13;HCG1645727|NEM6;KBTBD13;"HMSN (AD);OMIM (AD);SPIER (AD)";;;KBTBD13;KBTBD13;
3736;KCNA1;AEMK|EA1|HBK1|HUK1|KV1.1|MBK1|MK1|RBK1;KCNA1;"BEWEGING (AD);EPI (AD);OMIM (AD)";;;KCNA1;KCNA1;
3737;KCNA2;DEE32|EIEE32|HBK5|HK4|HUKIV|KV1.2|MK2|NGK1|RBK2;KCNA2;"BEWEGING (AD);EPI (AD);METAB (AD);MR (AD);OMIM (AD)";;;KCNA2;KCNA2;
3739;KCNA4;HBK4|HK1|HPCN2|HUKII|KCNA4L|KCNA8|KV1.4|MCIDDS|PCN2;KCNA4;"MR (AR);OMIM (AR)";;;KCNA4;KCNA4;
3741;KCNA5;ATFB7|HCK1|HK2|HPCN1|KV1.5|PCN1;KCNA5;"HART (AD);OMIM (AD)";;;KCNA5;KCNA5;
3745;KCNB1;DEE26|DRK1|Kv2.1;KCNB1;"EPI (AD);MR (AD);OMIM (AD)";;;KCNB1;KCNB1;
3746;KCNC1;EPM7|KV3.1|KV4|NGK2;KCNC1;"BEWEGING (AD);EPI (AD);MR (AD);OMIM (AD)";;;KCNC1;KCNC1;
3748;KCNC3;KSHIIID|KV3.3|SCA13;KCNC3;"BEWEGING (AD);MR (AD);OMIM (AD)";;;KCNC3;KCNC3;
3751;KCND2;KV4.2|RK5;KCND2;"HART (AD);OMIM (AD)";;;KCND2;KCND2;
3752;KCND3;BRGDA9|KCND3L|KCND3S|KSHIVB|KV4.3|SCA19|SCA22;KCND3;"BEWEGING (AD);HART (AD);OMIM (AD)";;;KCND3;KCND3;
3753;KCNE1;ISK|JLNS|JLNS2|LQT2/5|LQT5|MinK;KCNE1;"DOOF (AR);HART (AD);OMIM (AD,AR);PCS (AR)";;;KCNE1;KCNE1;
9992;KCNE2;ATFB4|LQT5|LQT6|MIRP1;KCNE2;"HART (AD);OMIM (AD)";;;KCNE2;KCNE2;
10008;KCNE3;BRGDA6|HOKPP|HYPP|MiRP2;KCNE3;"HART (AD);OMIM (AD;UK,AR,AD,XL)";;;KCNE3;KCNE3;
23704;KCNE4;MIRP3;KCNE4;"HART (AD);OMIM (AD)";;;KCNE4;KCNE4;
23630;KCNE5;KCNE1L;KCNE5;"HART (XL);OMIM (XL)";;;KCNE5;KCNE5;
3756;KCNH1;EAG|EAG1|Kv10.1|TMBTS|ZLS1|h-eag|hEAG|hEAG1;KCNH1;"DERM (AD);EPI (AD);MR (AD);OMIM (AD)";;;KCNH1;KCNH1;
3757;KCNH2;ERG-1|ERG1|H-ERG|HERG|HERG1|Kv11.1|LQT2|SQT1;KCNH2;"HART (AD);OMIM (AD)";;;KCNH2;KCNH2;
3758;KCNJ1;KIR1.1|ROMK|ROMK1;KCNJ1;"NIER (AR);OMIM (AR);PCS (AR)";;;KCNJ1;KCNJ1;
3766;KCNJ10;BIRK-10|KCNJ13-PEN|KIR1.2|KIR4.1|SESAME;KCNJ10;"BEWEGING (AR);DOOF (AD,AR);EPI (AR);MR (AR);NIER (AR);OMIM (AR;AD,AR);PCS (AR)";;;KCNJ10;KCNJ10;
3767;KCNJ11;BIR|HHF2|IKATP|KIR6.2|MODY13|PHHI|PNDM2|TNDM3;KCNJ11;"EPI (AD);HART (AD,AR);METAB (AD,AR);MR (AD);OMIM (AD;AR;AD,AR);PCS (AR)";;;KCNJ11;KCNJ11;
3769;KCNJ13;KIR1.4|KIR7.1|LCA16|SVD;KCNJ13;"BLIND (AD,AR);OMIM (AD,AR);PCS (AR)";;;KCNJ13;KCNJ13;
3759;KCNJ2;ATFB9|HHBIRK1|HHIRK1|IRK1|KIR2.1|LQT7|SQT3;KCNJ2;"HART (AD);LENGTE (AD);OMIM (AD);SCHISIS (AD);SPIER (AD)";;;KCNJ2;KCNJ2;
3762;KCNJ5;CIR|GIRK4|KATP1|KIR3.4|LQT13;KCNJ5;"HART (AD);NIER (AD);OMIM (AD)";;;KCNJ5;KCNJ5;
3763;KCNJ6;BIR1|GIRK-2|GIRK2|KATP-2|KATP2|KCNJ7|KIR3.2|KPLBS|hiGIRK2;KCNJ6;"BEWEGING (AD);MR (AD);OMIM (AD)";;;KCNJ6;KCNJ6;
3764;KCNJ8;KIR6.1|uKATP-1;KCNJ8;"HART (AD);OMIM (AD)";;;KCNJ8;KCNJ8;
3777;KCNK3;K2p3.1|OAT1|PPH4|TASK|TASK-1|TASK1|TBAK1;KCNK3;"HART (AD);OMIM (AD)";;;KCNK3;KCNK3;
50801;KCNK4;FHEIG|K2p4.1|TRAAK|TRAAK1;KCNK4;"MR (AD);OMIM (AD)";;;KCNK4;KCNK4;
51305;KCNK9;BIBARS|K2p9.1|KT3.2|TASK-3|TASK3|TASK32;KCNK9;"DERM (AD);MR (AD,IMP);OMIM (AD,IMP);SCHISIS (AD,IMP)";;;KCNK9;KCNK9;
3778;KCNMA1;BKTM|CADEDS|IEG16|KCa1.1|LIWAS|MaxiK|PNKD3|SAKCA|SLO|SLO-ALPHA|SLO1|bA205K10.1|hSlo|mSLO1;KCNMA1;"BEWEGING (AD);EPI (AD);MR (AD,AR);OMIM (AD,AR);PCS (AR)";;;KCNMA1;KCNMA1;
3782;KCNN3;KCa2.3|SK3|SKCA3|ZLS3|hSK3;KCNN3;"HART (AD);OMIM (AD)";;;KCNN3;KCNN3;
3783;KCNN4;DHS2|IK|IK1|IKCA1|KCA4|KCa3.1|SK4|hIKCa1|hKCa4|hSK4;KCNN4;OMIM (AD);;;KCNN4;KCNN4;
3784;KCNQ1;ATFB1|ATFB3|JLNS1|KCNA8|KCNA9|KVLQT1|Kv1.9|Kv7.1|LQT|LQT1|RWS|SQT2|WRS;KCNQ1;"DOOF (AR);HART (AD);OMIM (AR;AD,AR);PCS (AR)";;;KCNQ1;KCNQ1;
10984;KCNQ1OT1;KCNQ1-AS2|KCNQ10T1|Kncq1|KvDMR1|KvLQT1-AS|LIT1|NCRNA00012;KCNQ1OT1;OMIM (AD);;;KCNQ1OT1;KCNQ1OT1;
3785;KCNQ2;BFNC|DEE7|EBN|EBN1|ENB1|HNSPC|KCNA11|KV7.2;KCNQ2;"EPI (AD);MR (AD);OMIM (AD)";;;KCNQ2;KCNQ2;
3786;KCNQ3;BFNC2|EBN2|KV7.3;KCNQ3;"EPI (AD);MR (AD);OMIM (AD)";;;KCNQ3;KCNQ3;
9132;KCNQ4;DFNA2|DFNA2A|KV7.4;KCNQ4;"DOOF (AD);OMIM (AD)";;;KCNQ4;KCNQ4;
56479;KCNQ5;Kv7.5|MRD46;KCNQ5;"MR (AD);OMIM (AD)";;;KCNQ5;KCNQ5;
57582;KCNT1;DEE14|EIEE14|ENFL5|KCa4.1|SLACK|Slo2.2|bA100C15.2;KCNT1;"EPI (AD);MR (AD);OMIM (AD)";;;KCNT1;KCNT1;
343450;KCNT2;DEE57|EIEE57|KCa4.2|SLICK|SLO2.1;KCNT2;"EPI (AD);MR (AD);OMIM (AD)";;;KCNT2;KCNT2;
169522;KCNV2;KV11.1|Kv8.2|RCD3B;KCNV2;"BLIND (AR);OMIM (AR);PCS (AR)";;;KCNV2;KCNV2;
284252;KCTD1;C18orf5;KCTD1;OMIM (AD);;;KCTD1;KCTD1;
79734;KCTD17;;KCTD17;OMIM (AD);;;KCTD17;KCTD17;
51133;KCTD3;NY-REN-45;KCTD3;"CILIO (AR);MR (AR);OMIM (AR)";;;KCTD3;KCTD3;
154881;KCTD7;CLN14|EPM3;KCTD7;"BEWEGING (AR);EPI (AR);MR (AR);OMIM (AR);PCS (AR)";;;KCTD7;KCTD7;
11014;KDELR2;ELP-1|ELP1|ERD2.2|OI21;KDELR2;"LENGTE (AR);OMIM (AR)";;;KDELR2;KDELR2;
126695;KDF1;C1orf172|ECTD12;KDF1;"CFA (AD);DERM (AD);OMIM (AD)";;;KDF1;KDF1;
23028;KDM1A;AOF2|BHC110|CPRF|KDM1|LSD1;KDM1A;"CFA (AD);MR (AD);OMIM (AD)";;;KDM1A;KDM1A;
51780;KDM3B;5qNCA|C5orf7|DIJOS|JMJD1B|NET22;KDM3B;"MR (AD);OMIM (AD)";;;KDM3B;KDM3B;
10765;KDM5B;CT31|JARID1B|MRT65|PLU-1|PLU1|PPP1R98|PUT1|RBBP2H1A|RBP2-H1;KDM5B;"MR (AR);OMIM (AR);PCS (AR)";;;KDM5B;KDM5B;
8242;KDM5C;DXS1272E|JARID1C|MRX13|MRXJ|MRXSCJ|MRXSJ|SMCX|XE169;KDM5C;"EPI (XL);MR (XL);OMIM (XL;XLR)";;;KDM5C;KDM5C;
7403;KDM6A;KABUK2|UTX|bA386N14.2;KDM6A;"CFA (XL);IMMUUN (XL);MR (XL);OMIM (XL);SCHISIS (XL)";;;KDM6A;KDM6A;
23135;KDM6B;JMJD3|NEDCFSA;KDM6B;"EPI (AD);MR (AD,AR);OMIM (AD;AD,AR)";;;KDM6B;KDM6B;
3791;KDR;CD309|FLK1|VEGFR|VEGFR2;KDR;OMIM (UK,AR,AD,XL);;;KDR;KDR;
2531;KDSR;DHSR|EKVP4|FVT1|SDR35C1;KDSR;"DERM (AR);HEMOS (AR);OMIM (AR)";;;KDSR;KDSR;
11081;KERA;CNA2|KTN|SLRR2B;KERA;"BLIND (AR);OMIM (AR);PCS (AR)";;;KERA;KERA;
154288;KHDC3L;C6orf221|ECAT1|HYDM2;KHDC3L;"OMIM (AR);PCS (AR)";;;KHDC3L;KHDC3L;
9786;KIAA0586;JBTS23|SRTD14|Talpid3;KIAA0586;"BLIND (AR);CILIO (AR);LENGTE (AR);MR (AR);OMIM (AR);PCS (AR);SCHISIS (AR)";;;KIAA0586;KIAA0586;
9851;KIAA0753;MNR|OFIP;KIAA0753;"CILIO (AR);LENGTE (AR);OMIM (AR);PCS (AR)";;;KIAA0753;KIAA0753;
285600;KIAA0825;C5orf36|PAPA10;KIAA0825;OMIM (AR);;;KIAA0825;KIAA0825;
84162;KIAA1109;ALKKUCS|FSA|Tweek;KIAA1109;"AKI (AR);MR (AR);OMIM (AR);PCS (AR)";;;KIAA1109;KIAA1109;
57670;KIAA1549;RP86;KIAA1549;"BLIND (AR);OMIM (AR);PCS (AR)";;;KIAA1549;KIAA1549;
57498;KIDINS220;ARMS|SINO;KIDINS220;"BEWEGING (AD);MR (AD);OMIM (AD)";;;KIDINS220;KIDINS220;
3832;KIF11;EG5|HKSP|KNSL1|MCLMR|TRIP5;KIF11;"BLIND (AD);DERM (AD);MR (AD);OMIM (AD)";;;KIF11;KIF11;
9928;KIF14;MCPH20|MKS12;KIF14;"CILIO (AR);MR (AR);NIER (AR);OMIM (AR);PCS (AR)";;;KIF14;KIF14;
547;KIF1A;ATSV|C2orf20|HSN2C|MRD9|NESCAVS|SPG30|UNC104;KIF1A;"BEWEGING (AD,AR);HMSN (AR);HNPD (AR);MR (AD);OMIM (AD,AR);OXPHOS (AD);PCS (AR)";;;KIF1A;KIF1A;
23095;KIF1B;CMT2|CMT2A|CMT2A1|HMSNII|KLP|NBLST1;KIF1B;"HMSN (AD);OMIM (AD);TUMOR (AD)";;;KIF1B;KIF1B;
10749;KIF1C;LTXS1|SATX2|SAX2|SPAX2|SPG58;KIF1C;"BEWEGING (AR);OMIM (AR);PCS (AR)";;;KIF1C;KIF1C;
55605;KIF21A;CFEOM1|FEOM1|FEOM3A;KIF21A;"BLIND (AD);OMIM (AD);SPIER (AD)";;;KIF21A;KIF21A;
3835;KIF22;A-328A3.2|KID|KNSL4|OBP|OBP-1|OBP-2|SEMDJL2;KIF22;"LENGTE (AD);OMIM (AD)";;;KIF22;KIF22;
9493;KIF23;CHO1|KNSL5|MKLP-1|MKLP1;KIF23;"IJZER (AR);OMIM (AR)";;;KIF23;KIF23;
3796;KIF2A;CDCBM3|HK2|KIF2;KIF2A;"MR (AD);OMIM (AD)";;;KIF2A;KIF2A;
9371;KIF3B;FLA8|HH0048|KLP-11|RP89;KIF3B;"BLIND (AR);MR (AD);OMIM (AD;AR)";;;KIF3B;KIF3B;
24137;KIF4A;KIF4|KIF4G1|MRX100;KIF4A;"MR (XL);OMIM (XLR)";;;KIF4A;KIF4A;
3798;KIF5A;ALS25|D12S1889|MY050|NEIMY|NKHC|SPG10;KIF5A;"ALS (AD);BEWEGING (AD);EPI (AD);HMSN (AD);MR (AD);OMIM (AD)";;;KIF5A;KIF5A;
3800;KIF5C;CDCBM2|KINN|NKHC|NKHC-2|NKHC2;KIF5C;"AKI (AD);MR (AD);OMIM (AD)";;;KIF5C;KIF5C;
374654;KIF7;ACLS|AGBK|HLS2|JBTS12|UNQ340;KIF7;"BLIND (AR);CILIO (AR);LENGTE (AR);MR (AR);NIER (AR);OMIM (AR);PCS (AR);SCHISIS (AR)";;;KIF7;KIF7;
26128;KIFBP;KBP|KIAA1279|KIF1BP|TTC20;KIFBP;"MR (AR);OMIM (AR);PCS (AR);SCHISIS (AR)";;;KIFBP;KIFBP;
55243;KIRREL1;KIRREL|NEPH1|NPHS23;KIRREL1;"NIER (AR);OMIM (AR)";;;KIRREL1;KIRREL1;
84623;KIRREL3;KIRRE|MRD4|NEPH2|PRO4502;KIRREL3;"MR (AD);OMIM (AD)";;;KIRREL3;KIRREL3;
3814;KISS1;HH13|KiSS-1;KISS1;"DSD (AR);HH (AR);OMIM (AR)";;;KISS1;KISS1;
84634;KISS1R;AXOR12|CPPB1|GPR54|HH8|HOT7T175|KISS-1R;KISS1R;"DSD (AR);HH (AR);OMIM (AR;AD,AR);PCS (AR)";;;KISS1R;KISS1R;
3815;KIT;C-Kit|CD117|MASTC|PBT|SCFR;KIT;"DERM (AD);OMIM (UK,AR,AD,XL);TUMOR (AD)";;;KIT;KIT;
4254;KITLG;DCUA|DFNA69|FPH2|FPHH|KL-1|Kitl|MGF|SCF|SF|SHEP7|SLF;KITLG;"DERM (AD);DOOF (AD);OMIM (AD)";;;KITLG;KITLG;
55857;KIZ;C20orf19|HT013|Kizuna|NCRNA00153|PLK1S1|RP69;KIZ;"BLIND (AR);OMIM (AR);PCS (AR)";;;KIZ;KIZ;
9365;KL;HFTC3;KL;"LENGTE (AR);NIER (AR);OMIM (AR;UK,AR,AD,XL);PCS (AR)";;;KL;KL;
152831;KLB;BKL;KLB;"DSD (AD);HH (AD);OMIM (AD)";;;KLB;KLB;
64837;KLC2;;KLC2;"HMSN (AR);OMIM (AR);PCS (AR)";;;KLC2;KLC2;
10661;KLF1;EKLF|EKLF/KLF1;KLF1;"BMF (AD);IJZER (AD);OMIM (AD)";;;KLF1;KLF1;
7071;KLF10;EGR-alpha|EGRA|TIEG|TIEG1;KLF10;"HART (AD,AR);OMIM (AD,AR)";;;KLF10;KLF10;
8462;KLF11;FKLF|FKLF1|MODY7|TIEG2|Tieg3;KLF11;OMIM (UK,AR,AD,XL);;;KLF11;KLF11;
1316;KLF6;BCD1|CBA1|COPEB|CPBP|GBF|PAC1|ST12|ZF9;KLF6;OMIM (UK,AR,AD,XL);;;KLF6;KLF6;
8609;KLF7;UKLF;KLF7;"MR (AD);OMIM (AD)";;;KLF7;KLF7;
317719;KLHL10;SPGF11;KLHL10;OMIM (AD);;;KLHL10;KLHL10;
80311;KLHL15;HEL-S-305;KLHL15;"MR (XL);OMIM (XLR)";;;KLHL15;KLHL15;
54800;KLHL24;DRE1|EBSSH|KRIP6;KLHL24;"DERM (AD);HART (AR);OMIM (AD;AR)";;;KLHL24;KLHL24;
26249;KLHL3;PHA2D;KLHL3;"NIER (AD,AR);OMIM (AD,AR);PCS (AR)";;;KLHL3;KLHL3;
131377;KLHL40;KBTBD5|NEM8|SRYP|SYRP;KLHL40;"AKI (AR);OMIM (AR;UK,AR,AD,XL);PCS (AR);SPIER (AR)";;;KLHL40;KLHL40;
10324;KLHL41;KBTBD10|Krp1|SARCOSIN;KLHL41;"AKI (AR);OMIM (AR);PCS (AR);SPIER (AR)";;;KLHL41;KLHL41;
55975;KLHL7;CISS3|KLHL6|PERCHING|SBBI26;KLHL7;"BLIND (AD);OMIM (AR;AD,AR);PCS (AR)";;;KLHL7;KLHL7;
55958;KLHL9;;KLHL9;"OMIM (AD);SPIER (AD)";;;KLHL9;KLHL9;
9622;KLK4;AI2A1|ARM1|EMSP|EMSP1|KLK-L1|PRSS17|PSTS|kallikrein;KLK4;"CFA (AR);DERM (AR);OMIM (AR);PCS (AR)";;;KLK4;KLK4;
3818;KLKB1;KLK3|PKK|PKKD|PPK;KLKB1;"HEMOS (AR);OMIM (AR);PCS (AR)";;;KLKB1;KLKB1;
100144748;KLLN;CWS4|KILLIN;KLLN;"DERM (AD);OMIM (UK,AR,AD,XL)";;;KLLN;KLLN;
4297;KMT2A;ALL-1|CXXC7|HRX|HTRX1|MLL|MLL1|MLL1A|TRX1|WDSTS;KMT2A;"LENGTE (AD);METAB (AR);MR (AD);OMIM (AD;AR)";;;KMT2A;KMT2A;
9757;KMT2B;CXXC10|DYT28|HRX2|MLL1B|MLL2|MLL4|TRX2|WBP-7|WBP7;KMT2B;"BEWEGING (AD);MR (AD);OMIM (AD;AR);PCS (AR)";;;KMT2B;KMT2B;
58508;KMT2C;HALR|KLEFS2|MLL3;KMT2C;"MR (AD);OMIM (AD)";;;KMT2C;KMT2C;
8085;KMT2D;AAD10|ALR|CAGL114|KABUK1|KMS|MLL2|MLL4|TNRC21;KMT2D;"ANEURYSM (AD);CFA (AD);CHD (AD);DERM (AD);HART (AD);IMMUUN (AD);METAB (AR);MR (AD);OMIM (AD;AR);SCHISIS (AD)";;;KMT2D;KMT2D;
55904;KMT2E;HDCMC04P|MLL5|NKp44L|ODLURO;KMT2E;"MR (AD);OMIM (AD)";;;KMT2E;KMT2E;
51111;KMT5B;CGI-85|CGI85|MRD51|SUV420H1;KMT5B;"EPI (AD);MR (AD);OMIM (AD)";;;KMT5B;KMT5B;
3827;KNG1;BDK|BK|HMWK|KNG;KNG1;"HEMOS (AR);OMIM (AR)";;;KNG1;KNG1;
57082;KNL1;AF15Q14|CASC5|CT29|D40|MCPH4|PPP1R55|Spc7|hKNL-1|hSpc105;KNL1;"MR (AR);OMIM (AR);PCS (AR)";;;KNL1;KNL1;
11133;KPTN;2E4|KICS4|MRT41;KPTN;"EPI (AR);MR (AR);OMIM (AR);PCS (AR)";;;KPTN;KPTN;
3845;KRAS;'C-K-RAS|C-K-RAS|CFC2|K-RAS2A|K-RAS2B|K-RAS4A|K-RAS4B|K-Ras|K-Ras 2|KI-RAS|KRAS1|KRAS2|NS|NS3|OES|RALD|RASK2|c-Ki-ras|c-Ki-ras2;KRAS;"ANEURYSM (AD);BMF (AD);CHD (AD);DERM (AD);HART (AD);HEMOS (AD);IMMUUN (AD);LENGTE (AD);MR (AD);OMIM (AD;UK,AR,AD,XL);RAS (AD);TUMOR (AD)";;;KRAS;KRAS;
83999;KREMEN1;ECTD13|KREMEN|KRM1;KREMEN1;"CFA (AR);OMIM (AR)";;;KREMEN1;KREMEN1;
889;KRIT1;CAM|CCM1;KRIT1;OMIM (AD);;;KRIT1;KRIT1;
3848;KRT1;CK1|EHK|EHK1|EPPK|K1|KRT1A|NEPPK;KRT1;"DERM (AD);OMIM (AD;AD,AR)";;;KRT1;KRT1;
3858;KRT10;BCIE|BIE|CK10|EHK|K10|KPP;KRT10;"DERM (AD,AR);OMIM (AD,AR);PCS (AR)";;;KRT10;KRT10;
3859;KRT12;K12|MECD1;KRT12;"BLIND (AD);OMIM (AD)";;;KRT12;KRT12;
